,Title,Text,Class
764,fangame,"An amazing , albeit pointless and rather childish , competition occurring between two or more people , in which the players take turns attempting to convince the other players that their voice sounds different when spoken through a fan . ; ; to qualify for this competition , the player must be highly inebriated on [acid ] and [weed ] , [ecstasy ] , and/or [tittles ] , and it is preferred that they have taken their chemical intoxicants in large enough doses that their mental and physical safety are in question by onlookers . ; ; game play consists of taking turns speaking into the fan and attempting to convince the listener that the fan modifies their voice by breaking the sound waves . The listening player , just as well , must attempt to convince the talking player that the latter 's voice is altered . Once the talking player becomes thoroughly convinced that the fan is breaking his voice up , they switch positions and , again , try to prove the same point to one another . ; ; the match is won in either of 3 ways : ; ; 1 . When a player becomes bored with the game and begins making figure eights in the air with the cherry of his cigarette . ; ; 2. When a player forgets what he was doing and walks off to admire the psychedelic waves flowing from the bathroom mirror . ; ; 3. When a player becomes so dissociated that he begins rambling incoherently about ink pens , skittles , and pallet jacks . ",1
766,farsh,"1 . ( from Russian ) adj . Worthless , broken , useless . Originally 'ground meat ' . ; ; 2. Colloquial Hebrew : embarrassing , [lame ] ; ' ...with an f' - to differentiate from the antonym [harsh ] ; ; 3. Hebrew [stoner ] slang : a . filler , specifically the tobacco mixed in to [hash ] or [weed ] for the purpose of rolling a [joint ] or filling a [bowl ] ; b . [swag] , the leftovers or dregs from a [baggie] . ",1
792,fiveonit,Putting in some money toward the purchase of an item or items . Usually indicates a willingness to contribute $ 5 on a $ 20 bag of weed . ,1
799,flecko,"It used to be the best [website ] in the world , the home of [madness interactive ] . But now , certain members ( who shall not be named , except for mace , because we all hate him ) have brought it down . Not to mention the [dumb ass ] [children ] who go there for [madness ] , and irritate everyone greatly . Now , we all go to [f2 ] , where we can escape [young 'UN]s , [weeds ] , [ass hat]s and [as swipe]s who we all love to hate . ",1
800,fleety,"A nocturnal species , believed to inhabit ate urban areas in the south of England . Noted by anthropologists to be lacking motivation and regularly losing its ability to construct coherent sentences . ; ; mostly grazes on plants of the marijuana family and cereals . ; ; mating rituals are bizarre to say the least , secrecy is at large with phrases such as 'bit of this , bit of that ' and ' would n't you like to know ' often being heard . ",1
802,flim,"Slang : northwest England , particularly Liverpool and run corn . ; ; a small amount of cannabis resin , usually wrapped in a skin ( Rizal paper ) . ; ; sold mainly to losers and teenagers , who do n't really have any money and can be easily ripped off . It works out better value to buy weed in bulk ! ; ; joked about , because if you can only get a film , there 's either a really bad drought on ( and you better get your are over to Amsterdam ) , or your a total fucking loser . ",1
815,fogcutter,"An alcoholic beverage which , when consumed at a quick pace , leads to near-immediate loss of memory , disorderly conduct , and in discriminant sexual encounters . Prolonged consumption may result in lunacy , marijuana and other drug addictions , departure onto the bones gate ESP , or degradation into a [soil ] . ; ; also known as : cutter , (u++er , Cooper . ",1
816,fondren,"A ghetto hood located in southwest Houston . Area is home to many good weed spots . Although the street named 'fondled ' runs from westheimer to fort bend county , only the part from braes bayou to Missouri city is actually considered the hood . The intersection of fondled and west before represents the heart of the area . ; ; the apartments along west before and west airport between lesser and hilcroft are often considered a part of the fondled area . The area is bracketed by sharps town to the north , Missouri city ( mo city ) to the south and west , and west bury to the east . fondled is often considered a part of west bury , since the area feeds into west bury high school . ; ; there is an above average population of Africans and Jamaicans in the area . Caucasians are an extremely rare sight and are only seen getting the shit beat out of them , having their vehicles stolen , and/or being forcefully sodomized . ",1
828,fratboy,"Any college age , needle-dick , weed-smoking asshole who attends college only to party and flunk out . May use [rookies ] to rape women , and finds destroying the property of others an enjoyable pastime . Recognizable by ; ; 1 ) Caucasian ethnicity ; ; 2 ) sleeveless t-shirts ; ; 3 ) inane , misogynistic babble ; ; 4 ) the [ginormous ] sums (usually f-150s or suburbans ) with jacked-up wheels they drive , especially with stereos blaring rap or metal ; ; 5 ) visors , especially if worn upside-down , backwards , or a savory combination of the two ; ; 6 ) excessive use of the word 'faggot ' ; ; 7 ) possession of 40 oz beers , cigarettes , marijuana , and/or beer kegs ( full-size or pony ) . Especially alcohol stolen from the local grocery store ( see [beer run ] ) . ; ; 8 ) membership in a fraternity . ( optional ) ; ; origin : '[frat ] ' from [fraternity ] , a kind of college social club/residency hall . ",1
830,fremont,"The richest , respectable city in California with fun ass teens that do whatever they want because their parents let them do whatever because they got too much work . Rich kids that do weed , and parents that are never home in 2 million dollar houses . [510] ",1
